اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
الحيد الثانوية,الرياض,إدارة التعليم بمحافظة الدوادمي,مكتب التعليم بالجمش,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.340909,2151
ثانوية الديسة بضباء - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,مركز اشراف ضباء,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.333333,2152
ثانوية الفطيحة - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم ببيش,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.300546,2153
الثانوية الاولى بالغرابة - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,مركز أشراف محافظة عفيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.282352,2154
الثانوية الخامسة بعفيف - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,مركز أشراف محافظة عفيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.189393,2155
الثانوية الأولى بعتيق - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بمحافظة النعيرية,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.141509,2156
الثانوية الأولى بالعيساويه - مقررات,الجوف,إدارة التعليم بمحافظة القريات,القريات,حكومي,تعليم عام بنات,بنات,قدرات,علمي,58.04301,2157
ثانوية الربوعة للبنات - مقررات,عسير,إدارة التعليم بمحافظة سراة عبيدة,مكتب اشراف الفرشة (بنات ),حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.865979,2158
ثانوية البركة - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,الغزالة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.788079,2159
ثانوية زهرات المستقبل الأهلية - نظام المقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,مكتب التعليم بوسط جازان,أهلي,تعليم عام بنات,بنات,قدرات,علمي,57.758928,2160
ثانوية صفيط - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,الحائط,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.666666,2161
ثانوية كتيفة - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,سميراء,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.642276,2162
ثانوية فيضة المسعار - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,الحائط,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.505376,2163
ثانوية لبابة بنت عبدالله بن العباس - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم بمحافظة خيبر,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.473684,2164
ثانوية هالة بنت خويلد لتعليم الكبار بأبو عريش - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,مكتب التعليم بأبي عريش,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.442307,2165
ثانوية الحيانية – مقررات (بنات),الرياض,إدارة التعليم بمحافظتي حوطة بني تميم والحريق,إدارةالتعليم بمحافظتي حوطة بني تميم والحريق,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.34,2166
الثانوية الاولى بفيضة  نومان - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,مركز أشراف محافظة عفيف,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.34,2166
ثانوية الفرشة للبنات - مقررات,عسير,إدارة التعليم بمحافظة سراة عبيدة,مكتب اشراف الفرشة (بنات ),حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.125925,2168
الثانوية الأولى بالناصفه - مقررات,الجوف,إدارة التعليم بمحافظة القريات,القريات,حكومي,تعليم عام بنات,بنات,قدرات,علمي,57.120689,2169
الثانوية الأولى بمشذوبة - مقررات,الرياض,إدارة التعليم بمحافظة المجمعة,المجمعة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.951219,2170
ثانوية دراويش - مقررات,الرياض,إدارة التعليم بمحافظة القويعية,مكتب التعليم بالحصاة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.926829,2171
ثانوية العاقر - مقررات,القصيم,إدارة التعليم بمحافظة الرس,مكتب التعليم بضرية,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.88372,2172
الثانوية الثانية عشر بعرعر -بنات - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,مكتب  التعليم بمنطقة الحدود الشمالية,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.823529,2173
الثانوية الأولي بالظاهرية - مقررات,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم في محافظة عقلة الصقور,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.747126,2174
ثانوية مرغان - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,الغزالة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.736196,2175
المدرسة الثانوية الخامسة للبنات بطبرجل - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.645833,2176
الثانويه الثانيه بالعويقيله-بنات - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,مكتب التعليم بمحافظة العويقيلة,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.483146,2177
ثانوية قطن - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,حبونا,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.421052,2178
سعيا الثانوية - مقررات,مكة المكرمة,إدارة التعليم بمحافظة الليث,ادارة الليث,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.412698,2179
الثانوية الأولى بالغضياء والسلمات في محافظة النبهانيه - مقررات,القصيم,الإدارة العامة للتعليم بمنطقة القصيم,مكتب التعليم بمحافظة النبهانية,حكومي,تعليم عام بنات,بنات,قدرات,علمي,56.192982,2180
الثانوية الأولى بغطى - مقررات,الجوف,إدارة التعليم بمحافظة القريات,القريات,حكومي,تعليم عام بنات,بنات,قدرات,علمي,55.901408,2181
المدرسة الثانوية الرابعة للبنات بطبرجل - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,55.483606,2182
المدرسة الثانوية الأولى للبنات بميقوع - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,54.988235,2183
ثانوية الغايل بظهران الجنوب - مقررات,عسير,إدارة التعليم بمحافظة ظهران الجنوب,مكتب التعليم بمحافظة ظهران الجنوب,حكومي,تعليم عام بنات,بنات,قدرات,علمي,54.771428,2184
المدرسة الثانوية الأولى  للبنات بالفياض بطبرجل - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,54.74468,2185
ثانوية الرقب - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,الحائط,حكومي,تعليم عام بنات,بنات,قدرات,علمي,54.563636,2186
المدرسة الثانوية الأولى للبنات بالنبك أبوقصر - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,54.198198,2187
المدرسة الثانوية الأولى للبنات بحدرج - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,53.747126,2188
المدرسة الثانوية الثالثة للبنات بطبرجل - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بطبرجل,حكومي,تعليم عام بنات,بنات,قدرات,علمي,53.666666,2189
الثانوية الأولى بقليب خضر - مقررات,الجوف,إدارة التعليم بمحافظة القريات,القريات,حكومي,تعليم عام بنات,بنات,قدرات,علمي,52.351351,2190
ثانوية الرواد,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بالجبيل,الهيئة الملكية,تعليم عام بنين,بنين,قدرات,علمي,88.642348,1
ثانوية الإمام ابن كثير المكي لتحفيظ القرآن الكريم - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,مكتب التعليم بالشمال,حكومي,تحفيظ بنين,بنين,قدرات,نظري,82.197026,1
الفيصلية الثانوية,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بوسط جدة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,88.356617,2
ثانوية الإمام شعبة لتحفيظ القرآن الكريم - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,مكتب التعليم بالروابي,حكومي,تحفيظ بنين,بنين,قدرات,نظري,81.586206,2
ثانوية الجامعة الأهلية - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بالظهران,أهلي,تعليم عام بنين,بنين,قدرات,علمي,87.833333,3
ثانوية مجمع صالح الراجحي لتحفيظ القرآن الكريم - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,مكتب التعليم بالروضة,حكومي,تحفيظ بنين,بنين,قدرات,نظري,81.073529,3
ثانوية اجيال المواهب الاهلية - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم بالظهران,أهلي,تعليم عام بنين,بنين,قدرات,علمي,87.010869,4
المعهد العلمي في محافظة الدرعيـة - المرحلة الثانوية,الرياض,وكالة المعاهد العلمية بجامعة الامام,الرياض,معهد جامعة الامام,معهد علمي,بنين,قدرات,نظري,80.668674,4
بكة الثانوية للموهوبين - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم بغرب مكة المكرمة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,86.854545,5
