اسم_المدرسة,المنطقة_الإدارية,الإدارة_التعليمية,المكتب_التعليمي,السلطة,نوع_التعليم,الجنس,نوع_الاختبار,تخصص_الاختبار,متوسط_أداء_الطلبة_في_المدرسة,ترتيب_المدرسة_على_مستوى_المدارس
أسد بن الفرات الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,تبوك,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.859813,1909
المعهد الصناعي الثانوي الأول بجدة,مكة المكرمة,,,معهد مهني,معهد مهني,بنين,قدرات,علمي,57.856031,1910
ثانوية الكربوس - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,وسط جازان,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.848101,1911
ثانوية الطوال - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.825396,1912
آل امعبد الثانوية - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الداير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.821428,1913
ثانوية قتيبة بن مسلم - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,مكتب التعليم برفحاء,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.820289,1914
ثانوية الجديدة - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.819672,1915
ثانوية القرعة بسلا - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.819672,1915
صقر الجزيرة - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم بمحافظة بحرة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.811688,1917
ثانوية الظبرة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,المسارحة والحرث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.808888,1918
ثانوية أم القرى بسلوى - مقررات,الشرقية,الإدارة العامة للتعليم بالمنطقة الشرقية,مكتب التعليم ببقيق,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.795698,1919
العرقين الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة تربة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.784482,1920
ثانوية السليمي,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالسليمي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.781609,1921
ثانوية عثمان بن عفان - مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.776397,1922
ثانوية سعيد بن عامر القرشي - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.77027,1923
عبد الله بن عباس بالصعبية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة المهد,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.768115,1924
ثانوية ضبيعة,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم ببقعاء,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.765957,1925
ثانوية معاذ بن جبل - مقررات,الجوف,إدارة التعليم بمحافظة القريات,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.743589,1926
ثانوية الخوارزمي بحميد العلايا - مقررات,عسير,إدارة التعليم بمحافظة محايل عسير,مكتب التعليم بمحايل عسير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.743016,1927
عبدالملك بن مروان - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بيدمة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.734265,1928
ثانوية ابن حبان بآل مجامد - مقررات,عسير,إدارة التعليم بمحافظة محايل عسير,مكتب التعليم بالمجاردة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.722772,1929
ثانوية الروض - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالحائط,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.709677,1930
ثانوية رويغب - مقررات,الرياض,الإدارة العامة للتعليم بمنطقة الرياض,مكتب التعليم برماح,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.678571,1931
ترعة الثانوية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة ينبع,العيص,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.675,1932
زيد بن عاصم بالسويرقية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة المهد,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.666666,1933
ثانوية الفارابي ( مقررات ),عسير,إدارة التعليم بمحافظة سراة عبيدة,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.65625,1934
ثانوية اجيال الخرج الأهلية - مقررات,الرياض,إدارة التعليم بمحافظة الخرج,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.638795,1935
مدرسة عبدالله بن عمر الثانوية بالحجر - مقررات,المدينة المنورة,إدارة التعليم بمحافظة العلا,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.628099,1936
الفيضة الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بشمال الطائف,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.625,1937
ثانوية الدابيه - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالحائط,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.615384,1938
الامام الشاطبي مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم بمحافظة الجموم,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.593155,1939
الأوائل الأهلية الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.587866,1940
المعهد الصناعي الثانوي بالدمام,الشرقية,,,معهد مهني,معهد مهني,بنين,قدرات,علمي,57.58128,1941
الصداوي الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.571428,1942
السلم الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة رنية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.549668,1943
ثانوية محامة بن مصوي - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.549019,1944
أحد الثانوية - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بسكاكا,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.531746,1945
ثانوية ضرية - مقررات,القصيم,إدارة التعليم بمحافظة الرس,ضرية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.520737,1946
ثانوية سعيد بن زيد - مقررات,القصيم,إدارة التعليم بمحافظة عنيزة,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.492227,1947
ثانوية عقبة بن نافع بالمنيظر - مقررات,عسير,إدارة التعليم بمحافظة محايل عسير,مكتب التعليم ببارق,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.487394,1948
عبدالله بن الزبير الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بتثليث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.481481,1949
ال صهيف الثانوية - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الداير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.466666,1950
ثانوية اليمامة - مقررات,الرياض,إدارة التعليم بمحافظة الخرج,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.464646,1951
ثانوية الفرقان بالشرائع الأهلية,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم الأهلي بمكة المكرمة,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.443983,1952
ثانوية زمزم - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.437158,1953
ثانوية الحليفة السفلى - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالحائط,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.408653,1954
ثانوية اجياد التميز - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,ابوعريش,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.395588,1955
أبو جعفر المنصور الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم بمحافظة الجموم,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.362831,1956
محمد الفاتح الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بالبشائر,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.358267,1957
ثانوية قباء بعقلة بن داني,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بسميراء,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.353658,1958
القاعية الثانوية,الرياض,إدارة التعليم بمحافظة الدوادمي,البجادية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.350649,1959
ثانوية المروة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,المسارحة والحرث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.336363,1960
أبو هريرة الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بترج,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.333333,1961
ثانوية الشقيق,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب  التعليم بموقق,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.333333,1961
ثانوية هشام بن العاص - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شمال المدينة المنورة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.331306,1963
ثانوية الشويمس - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالحائط,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.32653,1964
فرسان الإبداع  الثانوية الأهلية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.321428,1965
الإمام تركي بن عبدالله آل سعود الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بالثنية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.315436,1966
الثندوة الثانوية,الرياض,إدارة التعليم بمحافظة الدوادمي,قطاع السر بساجر,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.313253,1967
المثلث الثانوية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة ينبع,العيص,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.308823,1968
ثانوية عمرو بن العاص بالجمة - مقررات,عسير,إدارة التعليم بمحافظة محايل عسير,مكتب التعليم بالبرك,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.30851,1969
الجو الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,محافظة الوجه,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.3,1970
ثانوية الأمير سلطان بن عبد العزيز - مقررات,الجوف,إدارة التعليم بمحافظة القريات,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.285714,1971
ثانوية الشيخ حافظ الحكمي - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.271186,1972
حبان بن الحكم السلمي الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمنطقة مكة المكرمة,مكتب التعليم بالكامل,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.263157,1973
ثانوية عمرو بن قيس - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.257812,1974
المويه الجديد الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بمحافظة المويه,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.257009,1975
الغريف الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة الخرمة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.242424,1976
تلعة نزى الثانوية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة ينبع,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.236559,1977
ثانوية الجوة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.236514,1978
ثانوية ابي عبيدة عامر بن الجراح - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.224137,1979
زلوم الثانوية - مقررات,الجوف,الإدارة العامة للتعليم بمنطقة الجوف,مكتب التعليم بصوير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.200836,1980
ثانوية الدريعية - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.189655,1981
ام القرى الثانوية - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بنجران,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.189274,1982
ثانوية الإمام النووي بالعارضة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.150234,1983
ساموده الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,مكتب التعليم بمدينة الملك خالد العسكرية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.146341,1984
ثانوية الأمير محمد بن نايف بالقصبة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.132911,1985
ثانوية قرطبة بالبدوي - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.132653,1986
البستان - مقررات,عسير,إدارة التعليم بمحافظة ظهران الجنوب,الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.121621,1987
ثانوية اسيد بن حضير - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,المسارحة والحرث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.121019,1988
ثانوية قيس بن سعد الأنصاري - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم شرق المدينة المنورة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.120689,1989
الامام النووي - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بحبونا,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.101639,1990
ثانوية نخبة جازان الأهلية - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,ابوعريش,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.096605,1991
النظيم الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.078947,1992
كلاخ الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم جنوب الطائف,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.06993,1993
الأملح الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة رنية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.062857,1994
ثانوية الراحة - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,المسارحة والحرث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.053097,1995
ثانوية حمزه بن عبد المطلب - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.048611,1996
ثانوية دار القبس الأهلية - مقررات,الرياض,إدارة التعليم بمحافظة الافلاج,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.026455,1997
الحفنة الثانوية,الرياض,إدارة التعليم بمحافظة الدوادمي,البجادية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.015151,1998
جيل المستقبل الواعد الأهلية - ثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة رنية,أهلي,تعليم عام بنين,بنين,قدرات,علمي,57.014285,1999
البئر الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,تبوك,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.013513,2000
مقر شنيف الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بمحافظة المويه,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.007812,2001
البرزة الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة جدة,مكتب التعليم بخليص,حكومي,تعليم عام بنين,بنين,قدرات,علمي,57.0,2002
ثانوية أبرقية - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.955882,2003
ثانوية طارق بن زياد - مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.940594,2004
عدان الثانوية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة ينبع,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.935251,2005
حمزة بن عبد المطلب الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بالثنية,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.932773,2006
الصفيري الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.925,2007
ثانوية الإمام الطبري بإسكان الخارش - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.914835,2008
ياقوت الحموي الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب تعليم محافظة الخرمة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.889534,2009
ثانوية كمدة - مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.87864,2010
ثانوية اسبطر,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالشملي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.862559,2011
ثانوية جبل نعشاو - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,العارضة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.857142,2012
علي بن ابي طالب الثانوية - مقررات,مكة المكرمة,إدارة التعليم بمحافظة الليث,ربوع العين,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.834482,2013
مجمع ابن رشد التعليمي ثانوي - مقررات,عسير,إدارة التعليم بمحافظة رجال ألمع,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.830188,2014
محمد بن سيرين الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم ببلقرن,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.824561,2015
الشدخ الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,محافظة أملج,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.821052,2016
ثانوية الخروعية - مقررات,الرياض,إدارة التعليم بمحافظة القويعية,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.820895,2017
ثانوية وعلان - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,صامطة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.814285,2018
محمد الفاتح - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بنجران,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.80625,2019
ثانوية معاوية بن أبي سفيان - مقررات,الحدود الشمالية,الإدارة العامة للتعليم بمنطقة الحدود الشمالية,مكتب التعليم بطريف,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.805471,2020
الأندلس الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بالأمواه,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.764705,2021
ثانوية عبدالله بن عمر بالسلب - مقررات,جازان,الإدارة العامة للتعليم بمنطقة جازان,المسارحة والحرث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.754237,2022
ثانوية آل مشحنة - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم بمحافظة الريث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.739837,2023
ثانوية مقزع بالريث - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم بمحافظة الريث,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.72093,2024
ابو راكة الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بمحافظة ميسان,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.717241,2025
الامام مسلم الثانوية - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الداير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.704545,2026
ثانوية دار القبس الأهلية,الرياض,إدارة التعليم بمحافظة الدوادمي,الجمش,أهلي,تعليم عام بنين,بنين,قدرات,علمي,56.70238,2027
ثانوية المعتصم - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم بمحافظة خيبر,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.688372,2028
عبدالرحمن بن عوف - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بحبونا,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.683673,2029
نور الغد الأهلية الثانوية بالذيبية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,مكتب التعليم بمدينة الملك خالد العسكرية,أهلي,تعليم عام بنين,بنين,قدرات,علمي,56.678571,2030
المهلب بن أبي صفرة  بصفينة- مقررات,المدينة المنورة,إدارة التعليم بمحافظة المهد,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.65,2031
ثانوية الملك سعود بالمضة - مقررات,عسير,الإدارة العامة للتعليم بمنطقة عسير,مكتب التعليم بمحافظة طريب,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.646706,2032
أم الدوم الثانوية - مقررات,مكة المكرمة,الإدارة العامة للتعليم بمحافظة الطائف,مكتب التعليم بمحافظة المويه,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.641025,2033
ثانوية المعتلى مقررات,الرياض,إدارة التعليم بمحافظة وادي الدواسر,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.638766,2034
المعهد الملكي الصناعي الثانوي بالرياض,الرياض,,,معهد مهني,معهد مهني,بنين,قدرات,علمي,56.632911,2035
الفقعلي الثانوية - مقررات,المدينة المنورة,إدارة التعليم بمحافظة ينبع,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.617924,2036
ثانوية أعلام الشورى الأهلية,الرياض,إدارة التعليم بمحافظة الدوادمي,الجمش,أهلي,تعليم عام بنين,بنين,قدرات,علمي,56.61165,2037
جيل التفوق الأهلية الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,أهلي,تعليم عام بنين,بنين,قدرات,علمي,56.611607,2038
ثانوية المثنى بن حارثة بالكدء - مقررات,عسير,إدارة التعليم بمحافظة محايل عسير,مكتب التعليم بالبرك,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.584337,2039
جابر بن عبدالله الأنصاري - مقررات,نجران,إدارة التعليم بمحافظة شرورة,الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.58173,2040
معاوية بن ابي سفيان - مقررات,نجران,الإدارة العامة للتعليم بمنطقة نجران,مكتب التعليم بحبونا,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.492753,2041
طيبة الثانوية - مقررات,تبوك,الإدارة العامة للتعليم بمنطقة تبوك,تبوك,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.471428,2042
خالد بن الوليد الثانوية - مقررات,عسير,إدارة التعليم بمحافظة بيشة,مكتب التعليم بوسط بيشة,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.464864,2043
ثانوية العفج - مقررات,الرياض,إدارة التعليم بمحافظة القويعية,مكتب التعليم بالرين,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.440298,2044
ثانوية عمران بن حصين - مقررات,حائل,الإدارة العامة للتعليم بمنطقة حائل,مكتب التعليم بالحائط,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.439024,2045
ثانوية الخضارة - مقررات,الرياض,إدارة التعليم بمحافظة عفيف,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.40909,2046
ثانوية عبدالله بن أبي بكر الصديق - مقررات,المدينة المنورة,الإدارة العامة للتعليم بمنطقة المدينة المنورة,مكتب التعليم بمحافظة وادي الفرع,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.40909,2046
ثانوية قرطبة - مقررات,الجوف,إدارة التعليم بمحافظة القريات,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.404938,2048
ثانوية سهيل بن عمرو بالحشف - نظام المقررات,عسير,إدارة التعليم بمحافظة محايل عسير,مكتب التعليم بمحايل عسير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.374429,2049
ثانوية خالد بن الوليد,الرياض,إدارة التعليم بمحافظة المجمعة,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.362745,2050
ثانوية سمرة الجد - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الدرب,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.338461,2051
الإمام القرطبي الثانوية - مقررات,الشرقية,إدارة التعليم بمحافظة حفر الباطن,إدارة الإشراف التربوي,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.329317,2052
الجانبة الثانوية - مقررات,جازان,إدارة التعليم بمحافظة صبيا,مكتب التعليم في الداير,حكومي,تعليم عام بنين,بنين,قدرات,علمي,56.328358,2053
